Basic,Delux,Total,days_ago,datetime,Year,Month,WorkWeek
12,4,84,366,2018-11-13,2018,11,46
12,2,72,365,2018-11-14,2018,11,46
13,7,107,364,2018-11-15,2018,11,46
3,15,105,363,2018-11-16,2018,11,46
1,4,29,362,2018-11-17,2018,11,46
5,2,37,361,2018-11-18,2018,11,46
10,4,74,360,2018-11-19,2018,11,47
14,8,118,359,2018-11-20,2018,11,47
6,9,84,358,2018-11-21,2018,11,47
2,10,70,357,2018-11-22,2018,11,47
4,5,50,356,2018-11-23,2018,11,47
13,9,119,355,2018-11-24,2018,11,47
9,7,87,354,2018-11-25,2018,11,47
5,15,115,353,2018-11-26,2018,11,48
7,15,125,352,2018-11-27,2018,11,48
5,13,103,351,2018-11-28,2018,11,48
13,10,125,350,2018-11-29,2018,11,48
13,7,107,349,2018-11-30,2018,11,48
4,1,26,348,2018-12-01,2018,12,48
11,3,73,347,2018-12-02,2018,12,48
7,6,71,346,2018-12-03,2018,12,49
7,13,113,345,2018-12-04,2018,12,49
15,7,117,344,2018-12-05,2018,12,49
13,11,131,343,2018-12-06,2018,12,49
2,7,52,342,2018-12-07,2018,12,49
6,3,48,341,2018-12-08,2018,12,49
4,2,32,340,2018-12-09,2018,12,49
9,10,105,339,2018-12-10,2018,12,50
10,2,62,338,2018-12-11,2018,12,50
2,6,46,337,2018-12-12,2018,12,50
7,8,83,336,2018-12-13,2018,12,50
8,8,88,335,2018-12-14,2018,12,50
3,2,27,334,2018-12-15,2018,12,50
4,11,86,333,2018-12-16,2018,12,50
7,12,107,332,2018-12-17,2018,12,51
9,12,117,331,2018-12-18,2018,12,51
14,9,124,330,2018-12-19,2018,12,51
5,15,115,329,2018-12-20,2018,12,51
13,7,107,328,2018-12-21,2018,12,51
10,9,104,327,2018-12-22,2018,12,51
7,8,83,326,2018-12-23,2018,12,51
1,9,59,325,2018-12-24,2018,12,52
13,6,101,324,2018-12-25,2018,12,52
9,2,57,323,2018-12-26,2018,12,52
8,1,46,322,2018-12-27,2018,12,52
14,3,88,321,2018-12-28,2018,12,52
4,11,86,320,2018-12-29,2018,12,52
1,13,83,319,2018-12-30,2018,12,52
15,8,123,318,2018-12-31,2018,12,01
10,9,104,317,2019-01-01,2019,01,01
4,3,38,316,2019-01-02,2019,01,01
4,5,50,315,2019-01-03,2019,01,01
9,13,123,314,2019-01-04,2019,01,01
15,9,129,313,2019-01-05,2019,01,01
13,8,113,312,2019-01-06,2019,01,01
15,2,87,311,2019-01-07,2019,01,02
15,12,147,310,2019-01-08,2019,01,02
11,5,85,309,2019-01-09,2019,01,02
3,8,63,308,2019-01-10,2019,01,02
10,10,110,307,2019-01-11,2019,01,02
3,12,87,306,2019-01-12,2019,01,02
14,12,142,305,2019-01-13,2019,01,02
3,11,81,304,2019-01-14,2019,01,03
14,14,154,303,2019-01-15,2019,01,03
6,3,48,302,2019-01-16,2019,01,03
9,10,105,301,2019-01-17,2019,01,03
1,14,89,300,2019-01-18,2019,01,03
15,4,99,299,2019-01-19,2019,01,03
11,3,73,298,2019-01-20,2019,01,03
12,3,78,297,2019-01-21,2019,01,04
8,12,112,296,2019-01-22,2019,01,04
4,9,74,295,2019-01-23,2019,01,04
8,13,118,294,2019-01-24,2019,01,04
1,13,83,293,2019-01-25,2019,01,04
3,6,51,292,2019-01-26,2019,01,04
14,1,76,291,2019-01-27,2019,01,04
14,6,106,290,2019-01-28,2019,01,05
13,1,71,289,2019-01-29,2019,01,05
3,5,45,288,2019-01-30,2019,01,05
5,15,115,287,2019-01-31,2019,01,05
10,14,134,286,2019-02-01,2019,02,05
10,6,86,285,2019-02-02,2019,02,05
4,12,92,284,2019-02-03,2019,02,05
9,1,51,283,2019-02-04,2019,02,06
15,4,99,282,2019-02-05,2019,02,06
2,12,82,281,2019-02-06,2019,02,06
14,1,76,280,2019-02-07,2019,02,06
13,14,149,279,2019-02-08,2019,02,06
2,13,88,278,2019-02-09,2019,02,06
11,7,97,277,2019-02-10,2019,02,06
9,2,57,276,2019-02-11,2019,02,07
2,5,40,275,2019-02-12,2019,02,07
9,1,51,274,2019-02-13,2019,02,07
5,6,61,273,2019-02-14,2019,02,07
5,7,67,272,2019-02-15,2019,02,07
3,2,27,271,2019-02-16,2019,02,07
2,1,16,270,2019-02-17,2019,02,07
7,10,95,269,2019-02-18,2019,02,08
5,12,97,268,2019-02-19,2019,02,08
5,8,73,267,2019-02-20,2019,02,08
11,14,139,266,2019-02-21,2019,02,08
13,3,83,265,2019-02-22,2019,02,08
7,15,125,264,2019-02-23,2019,02,08
6,3,48,263,2019-02-24,2019,02,08
1,8,53,262,2019-02-25,2019,02,09
1,4,29,261,2019-02-26,2019,02,09
2,9,64,260,2019-02-27,2019,02,09
7,13,113,259,2019-02-28,2019,02,09
13,8,113,258,2019-03-01,2019,03,09
6,14,114,257,2019-03-02,2019,03,09
4,1,26,256,2019-03-03,2019,03,09
13,12,137,255,2019-03-04,2019,03,10
10,10,110,254,2019-03-05,2019,03,10
1,14,89,253,2019-03-06,2019,03,10
15,13,153,252,2019-03-07,2019,03,10
15,8,123,251,2019-03-08,2019,03,10
8,13,118,250,2019-03-09,2019,03,10
12,4,84,249,2019-03-10,2019,03,10
14,1,76,248,2019-03-11,2019,03,11
12,1,66,247,2019-03-12,2019,03,11
1,4,29,246,2019-03-13,2019,03,11
13,2,77,245,2019-03-14,2019,03,11
13,13,143,244,2019-03-15,2019,03,11
9,9,99,243,2019-03-16,2019,03,11
5,8,73,242,2019-03-17,2019,03,11
10,6,86,241,2019-03-18,2019,03,12
13,8,113,240,2019-03-19,2019,03,12
7,10,95,239,2019-03-20,2019,03,12
15,13,153,238,2019-03-21,2019,03,12
2,14,94,237,2019-03-22,2019,03,12
5,7,67,236,2019-03-23,2019,03,12
7,8,83,235,2019-03-24,2019,03,12
7,9,89,234,2019-03-25,2019,03,13
9,8,93,233,2019-03-26,2019,03,13
1,3,23,232,2019-03-27,2019,03,13
12,6,96,231,2019-03-28,2019,03,13
6,3,48,230,2019-03-29,2019,03,13
4,12,92,229,2019-03-30,2019,03,13
8,6,76,228,2019-03-31,2019,03,13
13,6,101,227,2019-04-01,2019,04,14
13,14,149,226,2019-04-02,2019,04,14
15,14,159,225,2019-04-03,2019,04,14
10,15,140,224,2019-04-04,2019,04,14
1,3,23,223,2019-04-05,2019,04,14
2,12,82,222,2019-04-06,2019,04,14
7,13,113,221,2019-04-07,2019,04,14
10,11,116,220,2019-04-08,2019,04,15
13,7,107,219,2019-04-09,2019,04,15
9,12,117,218,2019-04-10,2019,04,15
6,11,96,217,2019-04-11,2019,04,15
2,8,58,216,2019-04-12,2019,04,15
10,4,74,215,2019-04-13,2019,04,15
4,13,98,214,2019-04-14,2019,04,15
8,6,76,213,2019-04-15,2019,04,16
1,15,95,212,2019-04-16,2019,04,16
6,11,96,211,2019-04-17,2019,04,16
10,9,104,210,2019-04-18,2019,04,16
12,14,144,209,2019-04-19,2019,04,16
3,6,51,208,2019-04-20,2019,04,16
14,15,160,207,2019-04-21,2019,04,16
1,9,59,206,2019-04-22,2019,04,17
14,6,106,205,2019-04-23,2019,04,17
5,9,79,204,2019-04-24,2019,04,17
7,4,59,203,2019-04-25,2019,04,17
14,9,124,202,2019-04-26,2019,04,17
12,1,66,201,2019-04-27,2019,04,17
2,8,58,200,2019-04-28,2019,04,17
12,7,102,199,2019-04-29,2019,04,18
15,15,165,198,2019-04-30,2019,04,18
5,8,73,197,2019-05-01,2019,05,18
11,1,61,196,2019-05-02,2019,05,18
2,13,88,195,2019-05-03,2019,05,18
12,11,126,194,2019-05-04,2019,05,18
14,9,124,193,2019-05-05,2019,05,18
1,6,41,192,2019-05-06,2019,05,19
12,13,138,191,2019-05-07,2019,05,19
6,14,114,190,2019-05-08,2019,05,19
11,9,109,189,2019-05-09,2019,05,19
10,6,86,188,2019-05-10,2019,05,19
1,13,83,187,2019-05-11,2019,05,19
10,6,86,186,2019-05-12,2019,05,19
13,15,155,185,2019-05-13,2019,05,20
13,3,83,184,2019-05-14,2019,05,20
3,9,69,183,2019-05-15,2019,05,20
8,6,76,182,2019-05-16,2019,05,20
14,4,94,181,2019-05-17,2019,05,20
4,3,38,180,2019-05-18,2019,05,20
3,8,63,179,2019-05-19,2019,05,20
4,8,68,178,2019-05-20,2019,05,21
9,1,51,177,2019-05-21,2019,05,21
9,8,93,176,2019-05-22,2019,05,21
11,1,61,175,2019-05-23,2019,05,21
12,2,72,174,2019-05-24,2019,05,21
4,4,44,173,2019-05-25,2019,05,21
5,9,79,172,2019-05-26,2019,05,21
2,11,76,171,2019-05-27,2019,05,22
11,5,85,170,2019-05-28,2019,05,22
13,10,125,169,2019-05-29,2019,05,22
11,12,127,168,2019-05-30,2019,05,22
4,13,98,167,2019-05-31,2019,05,22
12,15,150,166,2019-06-01,2019,06,22
10,8,98,165,2019-06-02,2019,06,22
13,8,113,164,2019-06-03,2019,06,23
10,1,56,163,2019-06-04,2019,06,23
7,11,101,162,2019-06-05,2019,06,23
4,13,98,161,2019-06-06,2019,06,23
4,7,62,160,2019-06-07,2019,06,23
6,1,36,159,2019-06-08,2019,06,23
9,4,69,158,2019-06-09,2019,06,23
6,8,78,157,2019-06-10,2019,06,24
6,3,48,156,2019-06-11,2019,06,24
5,6,61,155,2019-06-12,2019,06,24
8,2,52,154,2019-06-13,2019,06,24
2,9,64,153,2019-06-14,2019,06,24
11,2,67,152,2019-06-15,2019,06,24
7,3,53,151,2019-06-16,2019,06,24
7,8,83,150,2019-06-17,2019,06,25
5,4,49,149,2019-06-18,2019,06,25
9,2,57,148,2019-06-19,2019,06,25
12,5,90,147,2019-06-20,2019,06,25
2,2,22,146,2019-06-21,2019,06,25
15,2,87,145,2019-06-22,2019,06,25
5,7,67,144,2019-06-23,2019,06,25
3,3,33,143,2019-06-24,2019,06,26
6,13,108,142,2019-06-25,2019,06,26
6,6,66,141,2019-06-26,2019,06,26
14,6,106,140,2019-06-27,2019,06,26
10,10,110,139,2019-06-28,2019,06,26
12,7,102,138,2019-06-29,2019,06,26
3,7,57,137,2019-06-30,2019,06,26
8,4,64,136,2019-07-01,2019,07,27
2,1,16,135,2019-07-02,2019,07,27
6,6,66,134,2019-07-03,2019,07,27
5,12,97,133,2019-07-04,2019,07,27
11,12,127,132,2019-07-05,2019,07,27
6,11,96,131,2019-07-06,2019,07,27
6,1,36,130,2019-07-07,2019,07,27
4,10,80,129,2019-07-08,2019,07,28
8,14,124,128,2019-07-09,2019,07,28
13,3,83,127,2019-07-10,2019,07,28
5,14,109,126,2019-07-11,2019,07,28
15,14,159,125,2019-07-12,2019,07,28
3,1,21,124,2019-07-13,2019,07,28
2,11,76,123,2019-07-14,2019,07,28
13,3,83,122,2019-07-15,2019,07,29
1,1,11,121,2019-07-16,2019,07,29
15,13,153,120,2019-07-17,2019,07,29
7,15,125,119,2019-07-18,2019,07,29
5,1,31,118,2019-07-19,2019,07,29
14,15,160,117,2019-07-20,2019,07,29
11,2,67,116,2019-07-21,2019,07,29
15,11,141,115,2019-07-22,2019,07,30
2,11,76,114,2019-07-23,2019,07,30
6,1,36,113,2019-07-24,2019,07,30
1,9,59,112,2019-07-25,2019,07,30
9,7,87,111,2019-07-26,2019,07,30
3,13,93,110,2019-07-27,2019,07,30
10,13,128,109,2019-07-28,2019,07,30
15,14,159,108,2019-07-29,2019,07,31
7,13,113,107,2019-07-30,2019,07,31
10,13,128,106,2019-07-31,2019,07,31
12,7,102,105,2019-08-01,2019,08,31
4,12,92,104,2019-08-02,2019,08,31
9,3,63,103,2019-08-03,2019,08,31
14,8,118,102,2019-08-04,2019,08,31
5,7,67,101,2019-08-05,2019,08,32
8,11,106,100,2019-08-06,2019,08,32
14,14,154,99,2019-08-07,2019,08,32
1,3,23,98,2019-08-08,2019,08,32
7,2,47,97,2019-08-09,2019,08,32
6,10,90,96,2019-08-10,2019,08,32
11,6,91,95,2019-08-11,2019,08,32
2,14,94,94,2019-08-12,2019,08,33
11,12,127,93,2019-08-13,2019,08,33
3,5,45,92,2019-08-14,2019,08,33
13,2,77,91,2019-08-15,2019,08,33
12,11,126,90,2019-08-16,2019,08,33
13,14,149,89,2019-08-17,2019,08,33
4,11,86,88,2019-08-18,2019,08,33
14,14,154,87,2019-08-19,2019,08,34
15,4,99,86,2019-08-20,2019,08,34
12,5,90,85,2019-08-21,2019,08,34
4,8,68,84,2019-08-22,2019,08,34
14,11,136,83,2019-08-23,2019,08,34
14,9,124,82,2019-08-24,2019,08,34
1,13,83,81,2019-08-25,2019,08,34
10,11,116,80,2019-08-26,2019,08,35
7,7,77,79,2019-08-27,2019,08,35
10,13,128,78,2019-08-28,2019,08,35
15,4,99,77,2019-08-29,2019,08,35
4,2,32,76,2019-08-30,2019,08,35
1,13,83,75,2019-08-31,2019,08,35
13,15,155,74,2019-09-01,2019,09,35
14,5,100,73,2019-09-02,2019,09,36
8,14,124,72,2019-09-03,2019,09,36
5,9,79,71,2019-09-04,2019,09,36
7,9,89,70,2019-09-05,2019,09,36
8,14,124,69,2019-09-06,2019,09,36
14,10,130,68,2019-09-07,2019,09,36
6,9,84,67,2019-09-08,2019,09,36
10,10,110,66,2019-09-09,2019,09,37
9,6,81,65,2019-09-10,2019,09,37
3,5,45,64,2019-09-11,2019,09,37
14,10,130,63,2019-09-12,2019,09,37
3,10,75,62,2019-09-13,2019,09,37
11,14,139,61,2019-09-14,2019,09,37
5,10,85,60,2019-09-15,2019,09,37
3,14,99,59,2019-09-16,2019,09,38
6,4,54,58,2019-09-17,2019,09,38
3,4,39,57,2019-09-18,2019,09,38
10,4,74,56,2019-09-19,2019,09,38
12,11,126,55,2019-09-20,2019,09,38
2,6,46,54,2019-09-21,2019,09,38
4,11,86,53,2019-09-22,2019,09,38
2,1,16,52,2019-09-23,2019,09,39
6,9,84,51,2019-09-24,2019,09,39
13,1,71,50,2019-09-25,2019,09,39
7,12,107,49,2019-09-26,2019,09,39
13,14,149,48,2019-09-27,2019,09,39
6,15,120,47,2019-09-28,2019,09,39
15,1,81,46,2019-09-29,2019,09,39
2,14,94,45,2019-09-30,2019,09,40
2,13,88,44,2019-10-01,2019,10,40
9,12,117,43,2019-10-02,2019,10,40
5,9,79,42,2019-10-03,2019,10,40
13,10,125,41,2019-10-04,2019,10,40
13,12,137,40,2019-10-05,2019,10,40
3,5,45,39,2019-10-06,2019,10,40
3,4,39,38,2019-10-07,2019,10,41
4,14,104,37,2019-10-08,2019,10,41
13,5,95,36,2019-10-09,2019,10,41
14,6,106,35,2019-10-10,2019,10,41
3,6,51,34,2019-10-11,2019,10,41
11,6,91,33,2019-10-12,2019,10,41
11,10,115,32,2019-10-13,2019,10,41
7,14,119,31,2019-10-14,2019,10,42
10,10,110,30,2019-10-15,2019,10,42
14,15,160,29,2019-10-16,2019,10,42
12,3,78,28,2019-10-17,2019,10,42
15,1,81,27,2019-10-18,2019,10,42
1,4,29,26,2019-10-19,2019,10,42
3,13,93,25,2019-10-20,2019,10,42
7,2,47,24,2019-10-21,2019,10,43
13,12,137,23,2019-10-22,2019,10,43
14,5,100,22,2019-10-23,2019,10,43
8,11,106,21,2019-10-24,2019,10,43
8,12,112,20,2019-10-25,2019,10,43
5,8,73,19,2019-10-26,2019,10,43
11,7,97,18,2019-10-27,2019,10,43
5,8,73,17,2019-10-28,2019,10,44
8,13,118,16,2019-10-29,2019,10,44
10,2,62,15,2019-10-30,2019,10,44
14,1,76,14,2019-10-31,2019,10,44
11,10,115,13,2019-11-01,2019,11,44
10,10,110,12,2019-11-02,2019,11,44
11,11,121,11,2019-11-03,2019,11,44
2,4,34,10,2019-11-04,2019,11,45
10,4,74,9,2019-11-05,2019,11,45
5,4,49,8,2019-11-06,2019,11,45
1,1,11,7,2019-11-07,2019,11,45
7,15,125,6,2019-11-08,2019,11,45
2,4,34,5,2019-11-09,2019,11,45
12,12,132,4,2019-11-10,2019,11,45
11,7,97,3,2019-11-11,2019,11,46
11,3,73,2,2019-11-12,2019,11,46
1,8,53,1,2019-11-13,2019,11,46
4,14,104,0,2019-11-14,2019,11,46
